InputSize,ProgramSize,BSS,RoData,Text,InputType,STSclass
1658,31451,767,1999,10440,Random,Short burst
4790,45191,391,1509,5819,Sorted,Medium burst
6221,33108,608,4480,8879,Sorted,Medium burst
2376,21883,587,2501,25816,Reverse Sorted,Medium burst
4539,13542,147,4401,33225,Sorted,Medium burst
1203,25912,847,3117,11334,Constant,Short burst
7620,13681,209,4140,42324,Reverse Sorted,Long burst
9711,45398,344,3038,18592,Sorted,Long burst
5509,3905,614,821,30831,Constant,Medium burst
9770,31368,456,1161,5120,Constant,Short burst
7969,11362,357,3361,11557,Random,Short burst
3056,29188,287,4456,40244,Reverse Sorted,Long burst
7810,48517,541,1644,3961,Random,Medium burst
6117,31445,810,2779,13849,Reverse Sorted,Medium burst
9674,13439,408,1331,22160,Reverse Sorted,Medium burst
3484,47235,400,3635,33545,Random,Long burst
9861,29431,993,2878,11339,Random,Medium burst
128,39116,611,2423,2616,Sorted,Short burst
8997,40085,571,4935,9911,Reverse Sorted,Medium burst
9312,39411,19,391,26549,Sorted,Long burst
9738,47777,600,4983,7825,Reverse Sorted,Medium burst
7856,43326,558,4773,19230,Constant,Long burst
7048,41664,68,2868,9882,Sorted,Medium burst
5855,23442,97,2975,33855,Random,Medium burst
3702,45039,468,1322,17308,Constant,Medium burst
5162,5772,113,759,45808,Random,Medium burst
8171,44634,840,788,26069,Constant,Long burst
7344,24765,798,1828,23500,Constant,Medium burst
6472,48692,113,4640,16874,Sorted,Long burst
7205,29168,263,4180,10333,Random,Medium burst
3681,46696,751,3768,1977,Sorted,Short burst
2862,16524,344,4963,27810,Constant,Medium burst
672,32399,472,59,26117,Reverse Sorted,Medium burst
7805,4247,558,1787,7722,Reverse Sorted,Very short burst
714,9797,310,2628,16670,Constant,Short burst
4150,2107,663,1608,14217,Random,Short burst
425,21958,564,2192,42770,Random,Long burst
3840,28473,637,2673,21891,Random,Medium burst
458,23617,350,4050,37260,Reverse Sorted,Medium burst
3877,16950,501,4595,46272,Sorted,Long burst
6006,16035,93,2193,32814,Random,Medium burst
1821,29855,938,914,5925,Sorted,Short burst
1449,8145,268,1850,18517,Random,Short burst
3796,42738,369,3502,16218,Random,Medium burst
3996,4658,96,2766,38633,Random,Medium burst
4360,42273,437,4352,25153,Sorted,Long burst
9888,17286,376,1859,47952,Sorted,Long burst
9919,41193,352,4995,42528,Sorted,Very long burst
7041,31411,356,4391,10513,Constant,Medium burst
3908,27078,812,2047,41434,Reverse Sorted,Long burst
5346,46908,930,2981,24088,Constant,Long burst
8484,4666,105,2180,44704,Reverse Sorted,Long burst
3945,19809,264,4462,32430,Constant,Medium burst
2677,15576,863,2742,13817,Reverse Sorted,Short burst
191,19877,145,3226,8365,Sorted,Short burst
4334,9778,257,2846,40400,Reverse Sorted,Medium burst
8772,34039,508,4745,35535,Random,Long burst
6692,11940,893,1605,35842,Sorted,Medium burst
8228,26745,967,3740,34845,Constant,Long burst
1175,22597,495,4986,21983,Random,Medium burst
2613,8667,411,3622,5832,Random,Very short burst
8268,2056,613,4493,9670,Sorted,Short burst
6961,44418,421,380,28809,Random,Long burst
9090,1651,980,4755,19069,Sorted,Short burst
704,22198,917,1994,30911,Reverse Sorted,Medium burst
3079,18101,457,4889,16166,Sorted,Short burst
7240,27307,256,4008,35139,Sorted,Long burst
7165,45802,779,4714,6459,Constant,Medium burst
5016,20828,708,1734,29476,Random,Medium burst
6900,8539,430,2486,28177,Constant,Medium burst
697,47927,133,1020,4423,Constant,Short burst
9824,6803,269,796,43656,Constant,Long burst
7420,19553,178,2234,21360,Constant,Medium burst
8805,32144,950,1434,2398,Constant,Short burst
5722,36245,886,4080,31232,Random,Long burst
1977,45809,120,1068,45940,Random,Very long burst
1799,21262,299,2628,47382,Random,Long burst
9321,24111,608,4161,6361,Constant,Short burst
5880,922,22,4713,2401,Random,Very short burst
816,31775,272,3990,27284,Constant,Medium burst
4186,27097,809,2074,2412,Random,Short burst
765,12485,32,1592,23814,Random,Short burst
7946,29207,954,2761,4230,Random,Short burst
6711,49742,209,3096,41289,Random,Very long burst
1179,3872,251,1504,39617,Sorted,Medium burst
8519,16583,248,3053,44462,Random,Long burst
8440,35210,312,1752,39824,Random,Long burst
1169,26316,174,4470,17179,Sorted,Short burst
5363,10450,747,3923,36027,Reverse Sorted,Medium burst
8051,49550,185,171,7276,Reverse Sorted,Medium burst
1463,49749,38,1526,22768,Sorted,Long burst
4608,34747,686,315,24132,Reverse Sorted,Medium burst
1855,5126,544,77,49730,Random,Medium burst
619,26908,303,2174,10575,Constant,Short burst
5563,11277,486,481,8831,Constant,Short burst
7333,5647,392,3827,3812,Random,Very short burst
1202,5943,565,4581,36243,Random,Medium burst
697,579,782,1135,24357,Reverse Sorted,Short burst
3373,31782,701,2144,4100,Sorted,Short burst
5881,38845,305,2535,48698,Constant,Very long burst
6356,13401,660,150,20785,Random,Short burst
7358,2723,343,2204,38783,Sorted,Medium burst
8880,35837,257,3098,45859,Sorted,Very long burst
6654,43232,250,849,48006,Random,Very long burst
9699,14268,115,3872,24021,Sorted,Medium burst
8102,18007,907,1345,1387,Constant,Short burst
4946,16749,940,484,23248,Constant,Medium burst
9921,35891,694,3854,32454,Sorted,Long burst
9286,34671,570,2663,14192,Random,Medium burst
4898,49983,132,965,3380,Sorted,Medium burst
6705,7985,44,2325,38103,Reverse Sorted,Medium burst
3086,45068,627,4690,48833,Random,Very long burst
500,30284,997,697,29853,Random,Medium burst
2955,46066,849,2345,35048,Random,Long burst
3512,25117,425,4128,1743,Constant,Short burst
156,38248,717,1481,41124,Random,Long burst
8122,4378,630,2411,14128,Random,Short burst
1975,2449,646,4182,41791,Constant,Medium burst
4643,20344,336,773,14566,Constant,Short burst
4398,21381,304,1597,46653,Constant,Long burst
3868,22114,441,1029,47072,Random,Long burst
5852,24328,356,133,46256,Random,Long burst
4933,10458,46,3536,42302,Constant,Medium burst
1453,9197,709,1415,12475,Constant,Short burst
5087,22124,521,4864,18014,Reverse Sorted,Medium burst
6697,15993,858,599,34065,Constant,Medium burst
4411,43301,979,3542,41916,Sorted,Very long burst
3034,21699,909,2812,32898,Reverse Sorted,Medium burst
122,42854,544,3903,42657,Constant,Long burst
1309,756,919,4732,39084,Constant,Medium burst
9040,34988,782,3249,31544,Constant,Long burst
904,30993,715,201,18889,Constant,Medium burst
8425,46509,887,3548,11952,Sorted,Medium burst
4516,49502,673,2262,46985,Constant,Very long burst
8725,24231,27,3035,9570,Random,Short burst
5241,7576,36,4144,9897,Reverse Sorted,Short burst
5068,1571,545,1617,19798,Constant,Short burst
3771,34890,38,261,6656,Random,Short burst
7392,2566,660,4887,26346,Sorted,Short burst
7101,26145,667,2229,13193,Reverse Sorted,Medium burst
2198,41910,644,3273,43054,Constant,Long burst
8544,34165,649,4241,6147,Reverse Sorted,Medium burst
5161,29912,889,1576,12656,Constant,Medium burst
9421,32335,126,571,38212,Sorted,Long burst
3364,41541,141,3996,14429,Sorted,Medium burst
5535,39049,298,1752,41315,Reverse Sorted,Long burst
8593,46890,727,67,43191,Reverse Sorted,Very long burst
6791,46552,245,3530,18830,Reverse Sorted,Long burst
2863,43667,51,1769,29764,Sorted,Long burst
4105,27078,169,3366,3402,Random,Short burst
3341,10383,773,4064,6642,Reverse Sorted,Very short burst
3157,42639,700,928,19210,Constant,Medium burst
650,22717,134,643,8918,Sorted,Short burst
5674,11207,269,4788,49902,Reverse Sorted,Long burst
5511,41356,285,4946,18476,Sorted,Medium burst
1687,13640,222,4600,22061,Reverse Sorted,Short burst
6020,11593,972,1659,33891,Sorted,Medium burst
5360,17000,482,925,31429,Sorted,Medium burst
4509,39053,845,3281,29170,Reverse Sorted,Long burst
5883,7007,711,2498,39565,Constant,Medium burst
812,33086,579,4607,34370,Sorted,Long burst
5506,6330,440,2186,21215,Constant,Short burst
8090,31108,724,2103,49077,Constant,Very long burst
7520,37829,89,133,42264,Sorted,Very long burst
6943,47787,964,1489,4228,Sorted,Medium burst
2533,25011,237,2718,28735,Sorted,Medium burst
3401,33927,911,2269,10443,Constant,Short burst
370,19006,104,748,40276,Sorted,Medium burst
1179,28895,433,1870,32711,Sorted,Medium burst
5422,44803,982,4675,45677,Sorted,Very long burst
8895,47270,928,4464,12475,Sorted,Medium burst
5357,27626,957,1148,37057,Reverse Sorted,Long burst
8082,29966,525,2944,40764,Sorted,Long burst
9877,18470,174,3467,5844,Constant,Short burst
6314,5182,435,298,42645,Constant,Medium burst
5106,48970,821,4532,38003,Random,Very long burst
4085,11439,902,2007,25630,Reverse Sorted,Short burst
9687,9326,51,1940,20596,Reverse Sorted,Short burst
8891,23871,806,4508,21553,Random,Medium burst
8805,30446,750,3417,36974,Constant,Long burst
6091,24859,412,2165,30668,Constant,Medium burst
6327,19766,764,3113,44915,Sorted,Long burst
9358,38517,733,1856,16164,Random,Medium burst
7933,19695,425,345,18025,Constant,Medium burst
2986,45913,309,2744,5839,Random,Medium burst
2753,27815,64,2041,39937,Random,Long burst
9380,18768,345,3989,8655,Reverse Sorted,Short burst
4964,10210,910,81,48538,Constant,Long burst
2614,42081,890,4700,47660,Constant,Very long burst
4069,46037,439,3925,1061,Sorted,Short burst
3384,14661,981,4450,34260,Constant,Medium burst
7840,32321,694,842,31664,Reverse Sorted,Long burst
4666,10229,798,4241,24206,Constant,Short burst
2296,48948,343,1139,18523,Sorted,Medium burst
889,49415,750,279,22874,Constant,Long burst
3575,27413,415,2830,7794,Random,Short burst
9956,22684,39,4503,18639,Reverse Sorted,Medium burst
1409,23779,544,4547,36263,Sorted,Medium burst
964,27070,526,839,42961,Sorted,Long burst
5489,43530,584,4244,2125,Random,Short burst
3463,35633,230,4416,21265,Reverse Sorted,Medium burst
8315,13695,836,1848,12736,Constant,Short burst
3103,44305,999,4030,34914,Reverse Sorted,Long burst
8602,44498,603,4507,15802,Reverse Sorted,Medium burst
1331,17738,503,3290,15221,Reverse Sorted,Short burst
8059,16052,763,4685,4849,Reverse Sorted,Short burst
2811,3228,262,3906,23814,Reverse Sorted,Short burst
6681,48745,573,4978,47767,Reverse Sorted,Very long burst
7805,24057,330,363,5616,Random,Short burst
521,5438,48,282,25564,Sorted,Short burst
1046,31702,474,3557,1715,Random,Short burst
9478,631,780,1079,35411,Constant,Medium burst
1934,26192,947,3656,1123,Sorted,Short burst
1664,20477,848,2761,19157,Sorted,Short burst
7432,33561,420,4389,26497,Constant,Long burst
5044,27764,421,2338,3177,Sorted,Short burst
1408,26075,501,4049,18887,Constant,Medium burst
3086,15227,447,2655,47811,Reverse Sorted,Long burst
486,10988,488,3394,16109,Reverse Sorted,Short burst
6231,20569,792,2172,39429,Sorted,Long burst
9453,24900,958,2380,27428,Sorted,Medium burst
3358,24646,81,3829,3124,Reverse Sorted,Short burst
6221,7346,591,4232,37022,Reverse Sorted,Medium burst
4911,40852,229,930,3413,Constant,Short burst
6674,24194,13,3027,21771,Sorted,Medium burst
6797,22240,871,1222,7089,Sorted,Short burst
4033,49938,922,209,6833,Random,Medium burst
1539,31496,299,2543,16748,Reverse Sorted,Medium burst
6269,32625,389,2179,43083,Reverse Sorted,Long burst
4580,41909,911,3128,22387,Sorted,Medium burst
155,44700,813,2279,6753,Random,Short burst
3424,23470,364,2967,15138,Constant,Short burst
6877,11395,752,3063,40021,Constant,Medium burst
205,38571,944,1599,2702,Reverse Sorted,Short burst
3301,22758,89,4623,35433,Random,Medium burst
769,23854,75,3435,22773,Random,Medium burst
9034,31141,145,1629,13425,Constant,Medium burst
1066,8944,408,3421,39575,Reverse Sorted,Medium burst
407,10111,712,2010,19495,Sorted,Short burst
2238,11028,356,3894,21098,Random,Short burst
209,1499,857,4747,7983,Sorted,Very short burst
3732,4260,970,2440,22494,Reverse Sorted,Short burst
6828,37384,68,1469,12216,Constant,Medium burst
5784,37679,787,3967,45995,Random,Very long burst
6599,22441,528,3885,3397,Sorted,Short burst
2015,26522,889,4478,27770,Random,Medium burst
656,43630,723,4500,39222,Random,Long burst
7719,44381,853,3680,17185,Random,Medium burst
204,36951,986,4992,29201,Reverse Sorted,Medium burst
2147,27021,246,212,12101,Sorted,Short burst
245,48250,789,165,5502,Random,Short burst
973,30139,88,1520,1343,Sorted,Short burst
398,35121,567,3129,13939,Reverse Sorted,Medium burst
3338,31949,764,3902,2544,Random,Short burst
8937,13579,809,2888,16950,Random,Short burst
6482,7395,681,592,4996,Random,Very short burst
2611,28479,124,463,31545,Sorted,Medium burst
6696,46203,995,731,49787,Sorted,Very long burst
883,13052,471,691,24232,Random,Short burst
5092,27894,635,4028,25614,Sorted,Medium burst
470,49321,135,1482,31015,Sorted,Long burst
586,32776,611,718,38150,Random,Long burst
7478,34130,582,2119,41814,Random,Long burst
3296,5027,974,1018,5986,Constant,Very short burst
9652,12747,509,1230,13949,Constant,Short burst
4387,18103,838,4869,20807,Random,Medium burst
2361,37063,111,3285,10220,Reverse Sorted,Short burst
9248,46064,635,301,1235,Random,Medium burst
8672,46002,183,4350,8993,Random,Medium burst
338,1027,461,2929,26544,Random,Short burst
6943,3422,101,4048,15836,Random,Short burst
1205,6349,704,840,6224,Random,Very short burst
1486,30800,394,4610,18614,Random,Medium burst
9819,28280,214,1545,34006,Random,Long burst
1767,46224,372,4539,27430,Random,Long burst
2791,28640,716,3118,22308,Constant,Medium burst
7856,17730,826,2757,1051,Constant,Short burst
2096,27193,507,2627,27731,Constant,Medium burst
1525,7459,546,1285,10572,Reverse Sorted,Very short burst
8123,36354,243,1108,2056,Sorted,Short burst
6949,43230,25,1220,25597,Reverse Sorted,Long burst
3347,20167,990,3668,9498,Reverse Sorted,Short burst
2692,26901,150,3709,46066,Random,Long burst
1590,48687,957,3705,47718,Constant,Very long burst
1324,3823,629,106,24993,Random,Short burst
2687,945,429,1942,19993,Random,Short burst
7814,17909,465,2619,13485,Constant,Short burst
3164,10463,309,4130,4600,Random,Very short burst
7904,15937,348,4506,19349,Sorted,Medium burst
932,17355,312,1998,47123,Sorted,Long burst
2540,16911,901,272,47264,Reverse Sorted,Long burst
4895,11347,601,1689,7532,Constant,Short burst
1746,3736,85,4472,46606,Sorted,Medium burst
540,13987,797,1807,37346,Reverse Sorted,Medium burst
6056,12348,923,885,39329,Random,Medium burst
9821,13655,959,2586,36311,Reverse Sorted,Medium burst
2467,11755,789,2575,22468,Reverse Sorted,Short burst
6796,2479,633,1034,43262,Sorted,Medium burst
5290,21805,930,1407,40075,Reverse Sorted,Long burst
4763,9507,325,4937,37382,Constant,Medium burst
7162,35594,509,3110,14139,Random,Medium burst
4431,35598,84,4527,38910,Constant,Long burst
9596,24530,735,1496,5806,Random,Short burst
3134,34270,375,1421,30357,Constant,Long burst
9477,10234,555,3274,45601,Random,Long burst
3362,6948,662,1924,8611,Constant,Very short burst
2207,40105,687,2549,27904,Random,Long burst
7136,12896,405,3411,12206,Sorted,Short burst
4420,28381,240,1192,32950,Reverse Sorted,Long burst
6038,31677,813,4359,2707,Reverse Sorted,Short burst
2847,40622,37,614,9493,Reverse Sorted,Medium burst
4777,47519,484,4877,9509,Reverse Sorted,Medium burst
8072,35797,304,4584,23290,Random,Long burst
4364,46477,854,1638,20339,Constant,Long burst
3233,37180,436,4035,20311,Constant,Medium burst
1565,18416,881,4774,49175,Sorted,Long burst
4209,31739,100,1520,3720,Reverse Sorted,Short burst
2311,44584,124,3964,36790,Reverse Sorted,Long burst
5639,34689,168,3163,9868,Sorted,Medium burst
9835,14010,267,4540,16749,Reverse Sorted,Short burst
1789,25466,382,4392,25792,Sorted,Medium burst
9863,22652,859,3412,12892,Reverse Sorted,Medium burst
7827,19702,99,1686,28472,Constant,Medium burst
7864,26945,766,2962,23442,Sorted,Medium burst
4641,11652,307,1522,24802,Constant,Short burst
3641,6117,40,1294,13721,Reverse Sorted,Short burst
918,1695,838,3787,5851,Constant,Very short burst
4621,39497,367,2148,36757,Constant,Long burst
1224,25933,833,2647,37598,Random,Long burst
5760,5805,479,2562,29232,Reverse Sorted,Medium burst
5741,8577,749,4564,39171,Random,Medium burst
1229,49148,860,308,27082,Sorted,Long burst
1802,31885,137,2408,40618,Random,Long burst
2101,42613,791,3443,26866,Reverse Sorted,Long burst
7012,38468,279,3828,2939,Random,Short burst
3978,43142,507,3461,32989,Random,Long burst
7332,33562,422,1318,24709,Reverse Sorted,Medium burst
6431,6597,218,989,8715,Constant,Very short burst
6135,39680,699,2426,9427,Sorted,Medium burst
6623,42104,315,4001,43743,Random,Very long burst
8211,45093,200,245,37963,Reverse Sorted,Very long burst
8836,7178,366,4207,3786,Random,Very short burst
2501,32621,466,3146,15454,Sorted,Medium burst
9581,49003,458,3685,2377,Sorted,Medium burst
9074,21904,77,611,36523,Sorted,Long burst
639,6243,848,3499,31807,Random,Short burst
5715,16994,788,3416,19467,Constant,Short burst
3056,42043,791,3173,38177,Constant,Long burst
8177,44685,883,2941,13287,Constant,Medium burst
3822,10178,476,89,49667,Reverse Sorted,Long burst
5187,38132,369,1817,13838,Constant,Medium burst
6560,46735,396,2554,33065,Constant,Long burst
2270,2148,137,837,40338,Sorted,Medium burst
3491,16177,785,1926,38380,Reverse Sorted,Medium burst
7042,49186,742,4147,28276,Sorted,Long burst
1716,23265,763,1542,49867,Random,Long burst
9208,2881,494,1179,37872,Random,Medium burst
6558,16989,253,2313,11522,Sorted,Short burst
2856,12245,948,4922,49572,Reverse Sorted,Long burst
